,Video URL,Video Type,Selling Point,Hook Type,Price Range,Category,Price Range Labels
208,https://www.tiktok.com/@chatyahb/video/7293319031405186350,Show Face,Sell Benefit,Review Feedback,0,Beauty,Less than $50
209,https://www.tiktok.com/@daesharena/video/7294013139182521643,Show Face,Sell Benefit,Review Feedback,0,Beauty,Less than $50
210,https://www.tiktok.com/@zionkuwonu/video/7294713874257923370,Show Face,Sell Why,Question,0,Beauty,Less than $50
211,https://www.tiktok.com/@cristina.noh/video/7283156745793391914,Show Face,Sell How To,Question,50,Beauty,Between $50 and $100
212,https://www.tiktok.com/@earthenchild/video/7287290633264319787,Show Face,Sell How To,Question,0,Beauty,Less than $50
213,https://www.tiktok.com/@lilred_diamond3/video/7289970442863938859,Show Face,Sell Benefit,Review Feedback,0,Beauty,Less than $50
214,https://www.tiktok.com/@zionkuwonu/video/7280694834350853419,Show Face,Sell How To,Question,50,Beauty,Between $50 and $100
215,https://www.tiktok.com/@thecopperelm/video/7297010712176708910,Show Face,Sell Why,Review Feedback,0,Beauty,Less than $50
216,https://www.tiktok.com/@mommy.fatin/video/7280420660915064082,Faceless,Sell Benefit,Review Feedback,0,Beauty,Less than $50
217,https://www.tiktok.com/@nynabukater1/video/7287214581842185473,Show Face,Sell Benefit,Review Feedback,0,Beauty,Less than $50
218,https://www.tiktok.com/@iezun/video/7281577591893396738,Faceless,Sell Why,Question,0,Beauty,Less than $50
219,https://www.tiktok.com/@nayce.store/video/7281483873014353160,Faceless,Sell Benefit,Review Feedback,0,Beauty,Less than $50
220,https://www.tiktok.com/@nurul_melaka/video/7281596876128800007,Faceless,Sell Benefit,Review Feedback,0,Beauty,Less than $50
221,https://www.tiktok.com/@mommy.fatin/video/7297800152427875602,Faceless,Sell How To,Review Feedback,0,Beauty,Less than $50
222,https://www.tiktok.com/@rosejefree/video/7295577019759250706,Faceless,Sell Benefit,Review Feedback,0,Health Wellness,Less than $50
223,https://www.tiktok.com/@amiza1985/video/7292676949762215176,Show Face,Sell Benefit,Review Feedback,0,Health Wellness,Less than $50
224,https://www.tiktok.com/@iidaazhari/video/7287369551828864264,Show Face,Sell Benefit,Question,0,Health Wellness,Less than $50
225,https://www.tiktok.com/@amiza1985/video/7294471113856371976,Show Face,Sell How To,Question,0,Health Wellness,Less than $50
226,https://www.tiktok.com/@rabiahanims/video/7285576767702666504,Faceless,Sell Benefit,Review Feedback,0,Food Beverage,Less than $50
227,https://www.tiktok.com/@sayaaminlah/video/7302404089978064135,Faceless,Sell Benefit,Review Feedback,0,Pet,Less than $50
228,https://www.tiktok.com/@sayyida_sahadan/video/7305373745324068114,Faceless,Sell Benefit,Review Feedback,0,Pet,Less than $50
229,https://www.tiktok.com/@mnr45395zsf/video/7303455409019424001,Faceless,Sell Benefit,Review Feedback,0,Pet,Less than $50
230,https://www.tiktok.com/@anieymelor84/video/7302006007889153281,Faceless,Sell Benefit,Review Feedback,0,Pet,Less than $50
231,https://www.tiktok.com/@khailerrrrr/video/7297188152458988807,Faceless,Sell Benefit,Review Feedback,0,Food Beverage,Less than $50
232,https://www.tiktok.com/@mamasempoi_/video/7295986222457982210,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
233,https://www.tiktok.com/@cikstrawberrycomel/video/7292359623615466760,Faceless,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
234,https://www.tiktok.com/@nynabukater/video/7285669629932883208,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
235,https://www.tiktok.com/@rajes21ar/video/7298575956204064008,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
236,https://www.tiktok.com/@rabiahanims/video/7280484560553381127,Faceless,Sell How To,Question,0,Home Appliances,Less than $50
237,https://www.tiktok.com/@cikmieraamiera/video/7304183582346530066,Show Face,Sell Benefit,Review Feedback,0,Clothing,Less than $50
238,https://www.tiktok.com/@erica14perez/video/7291798913177144622,Show Face,Sell Why,Review Feedback,0,Home Appliances,Less than $50
239,https://www.tiktok.com/@chloeskya/video/7284285466994593054,Show Face,Sell Why,Question,50,Home Appliances,Between $50 and $100
240,https://www.tiktok.com/@ariesismygod/video/7304015076363668778,Show Face,Sell How To,Review Feedback,50,Home Appliances,Between $50 and $100
241,https://www.tiktok.com/@malinamcivor/video/7290547025077308718,Show Face,Sell How To,Question,0,Home Appliances,Less than $50
242,https://www.tiktok.com/@itsmekelsc/video/7303592304554741038,Show Face,Sell Benefit,Review Feedback,0,Clothing,Less than $50
243,https://www.tiktok.com/@itstiffslife/video/7304705724180057390,Show Face,Sell Benefit,Review Feedback,0,Clothing,Less than $50
244,https://www.tiktok.com/@influencedqueens/video/7306244317062909215,Show Face,Sell How To,Question,0,Clothing,Less than $50
245,https://www.tiktok.com/@mustbenikkiv/video/7298144295515622699,Show Face,Sell How To,Review Feedback,0,Clothing,Less than $50
246,https://www.tiktok.com/@lacoronel90/video/7290629306059869486,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
247,https://www.tiktok.com/@thejadawynter/video/7289663348877085998,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
248,https://www.tiktok.com/@sabrina_on_mounjaro/video/7307447237032971566,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
249,https://www.tiktok.com/@ellacaggfitness/video/7301109951324458286,Faceless,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
250,https://www.tiktok.com/@sm0kinthiszaza/video/7303074171800587563,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
251,https://www.tiktok.com/@janeybonbon/video/7299136507862961451,Show Face,Sell Benefit,Review Feedback,0,Home Appliances,Less than $50
